529,0
556,1
865,1
868,1
869,1
908,1
909,1
910,1
911,1
913,1
977,1
978,1
979,1
980,1
981,1
983,1
993,1
994,1
996,1
997,1
1001,1
1005,1
1007,1
1008,1
1009,1
1010,1
1011,1
1013,1
1014,1
1017,1
1028,1
1032,1
1037,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1103,1
1277,1
1283,1
1290,1
1373,1
1377,1
1399,1
1402,1
1405,1
1406,1
1408,1
1410,1
1412,1
1413,1
1471,1
1791,0
1792,0
1795,1
1907,1
1908,1
1909,1
1910,1
1911,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1933,1
1939,1
1940,1
1942,1
1949,1
1950,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
2155,1
2323,1
2324,1
2525,1
2526,1
2529,1
2531,1
2535,1
2538,1
2539,1
2872,1
3149,1
3150,1
3151,1
3166,1
3167,1
5647,1
5649,1
5651,1
5652,1
7397,1
7417,1
7928,0
7963,1
7968,1
7979,1
8380,1
9098,1
9197,1
9199,0
9247,1
9248,1
9320,1
9323,0
9637,1
9640,1
9644,1
9853,1
9922,1
9923,0
11072,1
11361,1
11385,1
11386,1
11388,1
11389,1
11393,1
11503,1
12736,1
12743,1
13244,1
13248,1
13252,1
13498,1
13509,1
13511,1
13594,0
13647,1
13658,1
13659,1
13727,1
13797,0
14575,1
14576,1
14577,1
14609,1
14614,1
14615,1
14616,1
14618,1
14828,1
14829,1
14830,1
14832,1
14833,1
15471,1
15473,1
15474,1
15552,1
15555,1
15575,1
15577,1
15583,1
15584,1
15588,1
15589,1
15685,1
15752,1
15753,1
15791,1
15792,1
15902,1
16071,1
16144,1
16152,1
16363,1
16397,1
16434,0
16445,1
16451,1
16499,1
16672,1
16753,1
16754,1
16773,1
16774,1
16782,1
16783,1
16786,1
16788,1
16794,1
16797,1
16799,1
16938,1
16940,1
16942,1
17007,1
17008,1
17012,1
17063,1
17081,1
17083,1
17091,1
17093,1
17118,1
17122,1
17123,0
17124,1
17138,1
17140,1
17144,1
17146,1
17148,1
17150,1
17151,1
17152,0
17204,1
17206,1
17208,1
17314,1
17414,1
17417,1
17422,1
17468,1
17486,1
17490,1
17609,1
17611,1
17737,1
17741,1
17742,1
17747,0
17748,1
17751,1
17756,1
17769,1
17810,1
17894,1
17895,1
17923,1
17926,1
17950,1
18149,0
18239,1
18260,1
18270,1
18271,1
18272,1
18339,1
18340,1
18341,1
18366,1
18375,1
18442,1
18443,1
18448,0
18449,0
18522,1
18617,1
18619,1
18621,1
18631,0
18654,1
18768,1
18881,0
18884,0
19094,1
19260,0
19275,1
19312,1
19345,1
19433,1
19437,1
19457,1
19460,1
19475,1
19477,1
19478,1
19479,1
19546,1
19588,1
19589,1
19591,1
19615,1
19648,1
19683,1
19695,0
19697,0
19704,0
19742,0
19853,1
19858,1
19859,1
19874,1
19911,1
20131,1
20133,1
20134,1
20221,1
20296,1
20299,1
20324,1
20351,1
20352,1
20842,0
21109,1
21113,0
21116,1
21130,1
21147,1
21187,1
21189,1
21190,1
21312,1
21314,0
21410,1
21412,1
21416,1
21611,1
21711,1
21712,1
21733,1
21741,1
21913,1
22181,1
22226,1
22263,0
22267,1
22268,1
22269,1
22329,0
22377,1
22457,1
22459,1
22460,1
22511,1
22615,1
22682,1
22693,0
22694,0
22717,1
22718,1
22719,1
22847,1
22848,0
22973,1
23112,1
23113,1
23229,1
23299,1
23392,1
23441,1
23442,1
23444,1
23445,1
23447,1
23519,1
23523,1
23530,1
23532,1
23533,1
23633,1
23700,1
23706,1
23707,1
23710,1
23720,1
23725,1
23779,1
24003,1
24095,1
24220,0
24228,1
24344,1
24582,1
24754,1
24790,1
24952,1
25021,1
25270,0
25274,1
25276,1
25278,1
25281,0
25287,1
25293,1
25295,1
25298,0
25301,0
25302,0
25308,1
25309,1
25310,1
25312,1
25314,1
25315,1
25324,1
25421,1
25423,1
25424,1
25458,1
25527,1
25590,1
25591,1
25613,1
25648,1
25713,0
25760,1
25822,0
25824,1
25902,1
25907,1
25908,1
25909,1
25936,1
25943,1
26010,1
26088,1
26184,1
26188,1
26189,1
26197,1
26198,1
26211,1
26213,1
26215,1
26216,1
26217,1
26219,0
26228,1
26230,1
26231,1
26271,1
26275,1
26285,1
26287,1
26296,0
26297,0
26385,1
26386,1
26402,1
26456,0
26478,1
26479,1
26481,1
26712,1
26720,0
26722,1
26728,1
26729,0
26762,1
26763,1
26766,1
26769,1
26781,1
26792,1
26793,1
26814,1
26874,1
26875,1
26921,1
26922,1
26988,1
27069,1
27071,0
27072,0
27077,1
27082,1
27086,1
27133,0
27135,1
27136,0
27148,1
27151,1
27175,1
27221,1
27785,1
27787,1
28022,1
28023,1
28165,1
28167,1
28209,0
28396,1
28692,1
28714,1
28715,1
28716,1
28717,1
28723,1
28724,1
28733,1
28735,1
28737,1
28738,1
28742,1
28746,1
28748,1
28751,1
28755,1
28758,1
29530,1
29544,1
29545,1
29579,1
29584,1
29596,1
29621,1
29623,1
29630,0
29712,1
29713,1
29714,1
29756,1
30149,1
30152,0
30170,1
30171,1
30172,1
30173,1
30174,1
30216,1
30303,1
30425,1
30544,1
30545,1
30550,0
30749,1
30823,1
30838,1
30862,1
30866,1
30939,0
30988,0
30994,0
31000,0
31002,0
31015,1
31166,1
31167,1
31168,1
31321,1
31354,1
31462,1
31465,1
31466,1
31467,1
31468,1
31469,1
31470,1
31479,1
31489,0
31490,1
31491,0
31505,1
31540,1
31542,1
31547,1
31548,1
31569,1
31571,1
31615,1
31632,1
31633,1
31635,0
31676,1
31683,0
31768,1
31775,1
31776,1
31777,1
31839,1
31840,1
31901,1
31906,1
31939,1
31949,1
31987,1
32292,1
32309,1
32318,1
32320,1
32321,1
32324,1
32511,1
32512,1
32575,1
32576,1
32653,1
32730,1
32732,1
32733,1
32807,1
32880,1
32983,1
32984,1
32990,1
33191,1
33531,1
33562,1
33563,1
33564,1
33629,1
33676,1
33677,1
33835,1
33844,1
33847,1
33852,1
33853,1
33854,1
33863,1
33864,1
33865,1
33866,1
33867,1
33868,1
33869,1
34090,1
34091,1
34116,1
34117,1
34118,1
34121,1
34131,1
34150,1
34201,1
34202,1
34207,1
34219,1
34254,1
34260,1
34261,1
34267,1
34268,1
34269,1
34272,1
34374,1
34395,1
34521,1
34538,1
34540,1
34544,0
34545,0
34585,1
34735,1
34865,0
34869,1
34942,0
34943,0
34979,1
34993,1
34994,1
35115,1
35213,1
35214,1
35220,1
35221,1
35240,1
35241,1
35242,1
35244,1
35256,1
35257,1
35286,1
35287,1
35288,1
35364,0
35366,1
35367,1
35368,1
35383,1
35384,1
35385,1
35386,1
35521,1
35617,1
35621,1
35622,1
35623,1
35624,1
35627,1
35697,1
35816,1
35835,1
35836,1
35837,1
35840,0
35843,1
35956,0
35963,0
35964,1
36034,1
36061,1
36111,1
36131,1
36266,1
36267,1
36268,1
36365,1
36761,1
36770,1
36774,1
36928,1
36956,1
36957,1
36958,1
36960,1
37199,1
37233,0
37235,0
37237,1
37239,0
37240,0
37241,0
37242,0
37243,0
37244,1
37245,0
37247,1
37248,1
37618,1
37678,1
37774,1
37775,1
37789,1
37794,1
37908,1
37928,1
37929,1
38069,1
38070,1
38072,1
38073,1
38074,1
38105,1
